Age,Gender,StudyHours,SleepHours,ReviewCenter,MockExamScore,GPA,Scholarship,InternshipGrade,IncomeLevel,EmploymentStatus,Confidence,TestAnxiety,EnglishProficiency,MotivationScore,SocialSupport,ExamResultPercent,Passed
23,Female,7,7,1,77.0,1.75,1,1.0,Low,Skilled,5,6,8,8,10,79.3,1
23,Female,1,6,1,74.0,1.25,0,1.0,Low,Professional,7,7,7,4,7,75.1,1
22,Male,7,9,1,79.0,1.5,0,1.75,Middle,Skilled,5,7,5,10,8,79.0,1
22,Female,6,5,1,78.0,2.0,0,1.0,Middle,Skilled,9,8,9,6,4,74.6,1
21,Female,9,6,0,,1.5,0,1.75,Middle,Skilled,8,3,6,6,7,81.8,1
22,Female,5,8,1,76.0,1.5,1,2.5,Low,Skilled,10,1,5,8,4,75.2,1
22,Female,5,7,1,79.0,1.75,1,2.25,Low,Unemployed,9,8,8,9,6,77.1,1
23,Female,5,8,0,,1.5,0,1.0,Low,Skilled,9,4,7,10,9,73.0,1
21,Female,11,6,0,,1.75,1,1.75,Low,Skilled,6,4,6,6,7,76.1,1
21,Female,3,5,1,71.0,1.75,1,1.75,Low,Skilled,9,10,7,10,7,77.6,1
24,Female,7,7,1,84.0,1.5,0,1.0,Low,Skilled,7,7,7,7,8,75.0,1
23,Female,8,7,0,,2.25,0,1.0,Low,Skilled,9,6,6,10,6,76.1,1
21,Female,6,6,1,75.0,1.75,1,1.5,Low,Skilled,4,7,8,9,8,76.5,1
25,Female,3,6,0,,1.75,0,1.0,Low,Skilled,9,10,10,7,6,78.6,1
21,Female,7,6,0,,1.5,1,2.0,Low,Professional,6,10,8,10,6,74.8,1
25,Female,6,7,1,74.0,2.0,0,1.5,Middle,Professional,6,7,8,6,10,72.8,1
23,Male,5,6,1,,1.75,1,1.5,Low,Unemployed,8,6,9,10,5,74.4,1
24,Female,9,8,0,,1.5,1,1.5,Middle,Professional,6,9,6,10,8,75.1,1
24,Female,6,7,0,,2.25,0,1.25,Low,Skilled,9,6,4,7,8,78.0,1
22,Male,9,6,1,87.0,1.25,0,2.5,Low,Professional,9,9,7,8,8,78.7,1
23,Female,2,5,1,,1.5,0,1.75,Low,Unemployed,6,1,9,9,7,76.0,1
21,Male,6,7,1,77.0,1.75,0,2.0,Low,Skilled,8,1,8,10,5,76.0,1
22,Female,8,5,1,,2.0,1,2.0,Low,Skilled,5,4,5,8,8,77.4,1
23,Female,11,6,0,,1.25,0,1.0,Low,Professional,8,4,8,7,7,79.1,1
24,Female,7,8,1,73.0,1.5,1,1.75,Low,Professional,7,8,9,10,5,74.4,1
23,Female,3,6,1,84.0,2.0,0,1.0,Low,Skilled,3,3,6,7,2,78.8,1
22,Female,10,7,0,,1.5,0,1.0,Low,Skilled,9,7,4,5,7,76.2,1
22,Female,6,7,0,,1.75,1,2.5,Low,Skilled,9,6,6,9,4,77.7,1
21,Female,4,7,1,75.0,1.75,0,2.25,Low,Skilled,10,8,7,9,7,78.5,1
24,Female,4,8,1,,1.5,0,1.0,Middle,Skilled,9,7,9,10,9,76.1,1
22,Female,6,5,0,,2.0,1,2.5,Low,Unemployed,8,5,7,9,8,76.1,1
22,Female,7,7,1,82.0,1.75,0,1.0,Low,Skilled,6,3,8,6,9,78.4,1
22,Female,7,5,0,,2.25,0,1.25,Low,Skilled,4,9,6,4,6,76.3,1
21,Female,5,7,0,,2.0,1,2.0,Low,Skilled,9,9,8,7,8,78.0,1
21,Female,6,9,1,,1.75,0,1.0,Low,Unemployed,10,5,7,7,6,72.4,1
21,Female,7,6,1,81.0,2.0,1,1.0,Low,Skilled,6,7,5,8,8,77.8,1
24,Female,7,6,1,75.0,1.5,0,1.5,High,Skilled,9,10,9,7,10,74.1,1
23,Female,7,8,0,,1.5,0,1.75,Low,Unemployed,9,4,4,8,5,73.8,1
22,Female,5,8,0,,1.25,0,2.25,Low,Skilled,9,5,7,10,9,78.6,1
23,Male,6,7,1,79.0,1.75,1,1.0,Low,Skilled,8,9,5,7,4,75.7,1
22,Male,6,5,1,,1.75,1,1.75,Low,Skilled,8,4,5,9,8,79.0,1
24,Female,5,9,1,69.0,2.0,0,1.75,Low,Unemployed,7,6,5,7,6,73.8,1
23,Female,6,7,1,,2.25,1,1.5,Low,Skilled,9,10,10,10,8,75.8,1
23,Male,5,5,1,69.0,1.5,0,1.0,Middle,Skilled,7,10,8,9,9,76.8,1
23,Female,6,7,0,,1.25,0,1.0,Low,Skilled,7,1,8,7,10,72.7,1
22,Female,8,5,1,68.0,2.0,1,1.0,Low,Professional,9,10,6,9,10,78.0,1
22,Female,6,7,1,,2.25,1,2.0,Low,Skilled,8,3,4,9,9,75.7,1
21,Female,9,7,1,,1.25,0,1.75,Low,Unemployed,9,3,6,8,6,77.3,1
21,Female,2,7,1,,1.25,0,2.0,High,Skilled,7,5,8,9,9,75.8,1
21,Female,7,6,1,71.0,1.75,1,1.0,Low,Skilled,8,7,5,9,7,75.6,1
22,Female,4,7,1,,2.0,0,1.75,Low,Skilled,7,3,6,9,8,72.6,1
24,Female,2,8,1,77.0,1.75,0,1.5,Low,Skilled,7,8,6,9,9,73.3,1
21,Female,3,5,1,,1.5,0,1.0,Middle,Skilled,6,4,6,8,6,75.8,1
23,Male,9,7,0,,2.0,0,1.0,Low,Skilled,7,4,7,9,7,74.9,1
24,Male,7,7,1,78.0,2.0,1,1.75,Low,Skilled,8,9,7,9,4,77.0,1
22,Female,4,7,1,70.0,2.0,1,1.0,High,Unemployed,5,1,4,7,8,73.8,1
21,Male,4,6,1,81.0,1.5,0,2.0,Middle,Unemployed,8,9,4,6,3,75.7,1
23,Female,7,6,0,,1.75,0,2.0,Low,Skilled,7,4,6,9,7,75.8,1
24,Male,8,8,1,76.0,1.25,0,1.0,Low,Unemployed,8,8,10,8,7,79.6,1
23,Female,4,8,1,,1.5,0,1.0,Low,Skilled,10,7,9,6,5,76.3,1
24,Female,7,8,1,67.0,2.0,0,1.25,Low,Skilled,9,6,5,6,5,79.6,1
22,Female,3,6,1,,1.5,0,1.75,High,Unemployed,4,7,6,7,5,75.5,1
22,Female,6,5,1,,2.0,1,1.5,Low,Skilled,2,6,6,10,6,75.5,1
22,Female,9,4,1,70.0,1.5,0,1.0,Middle,Skilled,7,8,8,8,8,77.0,1
23,Female,5,8,1,78.0,1.5,0,2.25,Low,Skilled,6,7,7,10,8,73.8,1
21,Male,12,6,1,75.0,2.25,1,1.5,High,Skilled,5,10,8,8,6,81.8,1
24,Male,6,7,0,,1.75,1,1.75,Middle,Skilled,6,10,6,8,8,73.9,1
23,Male,3,8,0,,1.25,1,2.0,Low,Skilled,8,9,8,7,8,77.0,1
23,Female,9,6,1,74.0,1.75,0,1.75,Middle,Skilled,6,10,8,8,8,77.1,1
21,Male,7,7,1,71.0,1.25,0,2.0,Low,Skilled,10,10,8,10,8,78.8,1
22,Female,4,7,1,77.0,1.5,0,2.0,Low,Skilled,9,9,5,6,9,74.6,1
23,Female,10,7,1,75.0,1.5,1,1.25,Low,Unemployed,6,1,6,6,5,78.6,1
22,Male,9,5,0,,1.25,1,1.75,Low,Professional,6,10,8,8,9,77.4,1
21,Male,3,6,1,,1.5,0,2.25,Low,Skilled,10,5,8,7,6,77.7,1
22,Male,6,5,1,75.0,1.75,1,1.0,Low,Skilled,5,8,6,10,3,74.1,1
23,Female,6,7,0,,2.25,0,1.0,Low,Skilled,9,5,7,9,7,74.1,1
23,Female,5,8,1,70.0,1.75,0,1.0,Low,Skilled,8,9,7,8,10,80.5,1
22,Male,3,8,1,78.0,1.5,0,1.5,Low,Skilled,4,7,7,7,9,81.2,1
21,Female,4,8,1,77.0,1.5,0,1.75,Middle,Skilled,10,8,7,8,9,76.2,1
22,Female,10,6,1,74.0,1.75,0,1.0,Middle,Skilled,8,10,8,7,8,81.8,1
24,Female,4,8,1,78.0,1.5,1,2.0,High,Skilled,6,6,7,10,8,76.9,1
22,Female,5,7,1,74.0,1.5,1,1.75,High,Skilled,7,1,7,8,9,78.9,1
23,Male,6,7,1,82.0,1.25,0,1.5,Low,Skilled,9,10,4,7,5,79.0,1
23,Female,2,8,1,,1.5,0,1.0,Low,Skilled,8,10,6,7,7,78.6,1
23,Female,7,6,0,,1.5,0,1.75,Middle,Unemployed,9,9,8,10,7,74.2,1
24,Male,9,7,1,84.0,2.0,1,1.0,High,Skilled,7,6,8,6,5,77.5,1
22,Female,6,6,1,,1.75,0,1.5,Low,Skilled,6,10,10,6,10,74.1,1
22,Female,4,7,1,71.0,1.75,1,1.25,Low,Skilled,5,9,8,9,8,75.3,1
23,Male,6,5,0,,2.0,0,1.75,High,Skilled,7,10,10,8,8,80.7,1
21,Male,11,5,1,77.0,2.25,0,1.25,Middle,Skilled,6,3,6,9,5,79.0,1
23,Female,4,6,0,,1.75,0,1.75,Low,Skilled,7,4,5,8,6,75.4,1
22,Female,5,7,1,74.0,2.25,1,1.75,High,Unemployed,7,4,4,6,9,75.0,1
23,Female,5,6,1,77.0,1.5,0,1.75,Low,Skilled,7,9,4,7,4,76.7,1
23,Male,4,5,0,,1.5,1,1.75,Low,Skilled,7,9,7,7,4,71.4,1
24,Female,5,7,1,,1.75,0,1.5,Low,Skilled,6,8,7,8,10,75.3,1
22,Female,2,7,1,76.0,1.75,1,2.0,Low,Skilled,7,9,6,9,9,77.7,1
22,Female,7,6,1,75.0,1.75,0,1.75,Low,Skilled,8,7,6,10,5,81.2,1
22,Male,6,7,1,75.0,1.75,0,2.0,Middle,Unemployed,5,4,10,6,7,75.3,1
23,Male,7,8,1,71.0,2.25,0,1.5,Low,Unemployed,8,10,6,7,9,75.8,1
21,Female,1,7,1,71.0,2.25,0,2.0,Low,Unemployed,6,7,6,6,9,76.0,1
24,Female,5,5,0,,1.75,1,1.75,Middle,Professional,6,5,9,7,9,79.7,1
22,Female,5,8,0,,2.0,0,1.75,Low,Skilled,7,7,6,10,10,75.7,1
22,Male,8,8,1,78.0,2.0,1,1.0,Low,Skilled,8,5,8,7,5,76.1,1
21,Female,6,10,1,70.0,1.5,0,1.0,Low,Skilled,7,3,8,10,7,78.6,1
22,Female,4,7,1,74.0,1.25,1,2.25,Low,Skilled,8,4,8,10,10,76.4,1
21,Female,10,5,1,,1.25,0,2.25,Middle,Skilled,8,4,8,8,7,76.5,1
21,Female,5,9,1,75.0,2.0,0,1.75,Low,Skilled,8,3,6,8,7,74.1,1
23,Female,6,10,1,,1.75,0,1.5,Low,Skilled,9,5,6,7,8,76.0,1
23,Female,11,6,0,,1.25,0,1.0,Low,Skilled,8,5,8,7,8,77.7,1
23,Female,6,6,1,,1.75,0,2.25,Low,Skilled,9,8,6,8,8,74.0,1
22,Female,9,7,0,,1.5,0,2.0,Middle,Skilled,9,5,5,7,10,75.8,1
23,Female,6,5,1,81.0,1.25,0,1.5,Middle,Skilled,8,8,9,7,6,77.5,1
24,Female,3,10,0,,1.25,0,1.0,Middle,Skilled,10,7,9,10,7,73.8,1
23,Female,4,6,1,81.0,1.25,1,2.25,Middle,Skilled,5,9,7,8,5,77.2,1
23,Female,3,7,1,78.0,1.5,0,1.75,Middle,Unemployed,8,10,6,4,10,79.6,1
22,Female,6,7,0,,1.5,1,2.25,Low,Skilled,7,2,8,10,6,75.4,1
21,Female,4,6,1,80.0,2.0,1,1.0,Low,Skilled,7,1,4,5,7,73.4,1
23,Male,6,7,1,75.0,2.0,0,2.0,High,Skilled,9,8,7,9,7,79.6,1
23,Female,8,6,1,71.0,1.5,1,1.75,Low,Unemployed,7,10,8,5,4,76.0,1
21,Female,7,7,1,,1.5,0,1.0,Low,Skilled,7,7,4,6,8,81.7,1
24,Female,4,8,1,,2.25,0,1.0,Low,Skilled,8,6,6,8,10,74.1,1
21,Male,7,7,0,,1.5,0,1.5,Low,Skilled,9,4,4,10,7,70.8,1
23,Male,8,6,1,79.0,1.75,0,1.5,Middle,Skilled,7,7,8,7,5,74.3,1
25,Female,4,7,0,,1.25,0,1.0,Low,Skilled,7,8,6,9,5,78.2,1
23,Male,6,8,1,,2.0,0,1.5,Low,Skilled,6,6,7,9,8,75.4,1
21,Female,3,7,1,,1.75,0,1.5,Low,Professional,7,5,7,7,10,73.6,1
21,Female,5,7,1,87.0,1.75,0,1.0,Low,Skilled,8,8,7,9,2,78.4,1
24,Male,9,5,0,,1.75,0,1.75,Low,Professional,9,7,9,7,6,81.8,1
22,Male,7,6,1,74.0,2.25,1,1.0,Low,Skilled,8,6,6,8,8,74.7,1
21,Male,8,6,1,81.0,1.75,1,2.0,Low,Skilled,9,7,7,8,3,76.9,1
21,Male,3,5,1,,1.5,1,2.0,High,Skilled,7,5,7,6,3,78.5,1
22,Male,7,8,1,70.0,1.75,0,2.0,Low,Skilled,9,5,6,10,8,74.8,1
23,Female,9,7,1,75.0,1.75,0,2.0,Low,Skilled,10,4,6,8,5,75.5,1
22,Female,6,7,1,84.0,2.0,1,1.5,Low,Skilled,7,5,6,7,3,75.7,1
22,Female,5,6,1,76.0,1.25,1,1.0,Low,Skilled,7,8,6,5,9,77.6,1
23,Female,7,6,0,,1.75,1,1.75,Middle,Skilled,7,2,7,9,6,75.0,1
24,Female,4,8,1,73.0,1.5,0,1.75,Middle,Unemployed,9,5,7,8,5,74.0,1
22,Male,3,7,1,78.0,2.0,0,1.0,High,Skilled,6,10,6,8,6,76.0,1
22,Female,6,6,1,78.0,1.25,0,2.0,High,Unemployed,7,10,10,8,10,78.7,1
21,Female,4,7,0,,1.25,0,1.75,Low,Skilled,10,9,6,7,5,74.6,1
24,Female,3,7,1,,2.0,1,1.75,Low,Skilled,7,6,6,8,5,74.6,1
23,Female,5,7,1,87.0,1.25,1,1.75,Low,Skilled,5,7,5,8,3,78.3,1
23,Female,6,6,1,70.0,1.75,0,1.0,Low,Skilled,7,9,7,9,6,78.4,1
22,Male,1,6,1,74.0,1.5,0,2.0,High,Skilled,3,7,6,8,6,74.4,1
25,Female,5,6,1,62.0,1.25,1,1.75,High,Skilled,6,9,9,8,6,74.7,1
23,Female,8,6,1,72.0,1.25,1,1.0,Low,Skilled,9,1,4,5,4,73.7,1
23,Female,6,7,0,,1.25,1,2.25,High,Skilled,5,1,6,7,5,78.6,1
23,Female,1,6,1,80.0,1.5,1,1.0,Low,Skilled,7,8,8,6,5,73.1,1
21,Female,1,6,1,79.0,2.25,0,1.0,Low,Skilled,6,10,6,9,6,80.9,1
24,Female,6,5,1,,1.5,0,1.5,Low,Skilled,9,8,6,5,5,79.4,1
22,Female,8,6,1,78.0,1.75,0,1.75,Middle,Skilled,9,4,8,9,8,79.2,1
22,Female,5,6,0,,1.75,0,2.0,Middle,Skilled,8,5,8,8,7,74.8,1
23,Female,10,7,1,74.0,1.5,0,1.25,Low,Skilled,7,2,7,8,8,76.7,1
23,Female,5,7,1,87.0,2.25,0,1.25,Low,Skilled,9,3,7,8,5,77.5,1
23,Female,9,8,1,69.0,1.75,1,2.0,Low,Skilled,10,4,8,10,7,74.9,1
22,Female,4,4,0,,1.5,1,2.0,Low,Unemployed,6,10,5,5,4,76.8,1
22,Female,7,7,1,68.0,1.5,0,1.0,Low,Skilled,8,1,8,9,9,75.9,1
23,Male,6,8,1,70.0,2.0,1,2.0,Middle,Skilled,8,4,9,8,10,78.6,1
21,Male,6,7,1,87.0,1.5,1,1.0,Low,Skilled,6,10,5,7,8,77.8,1
23,Female,10,8,1,66.0,1.5,1,1.0,Low,Skilled,6,8,8,10,7,80.0,1
23,Female,5,6,1,69.0,1.75,1,1.0,Middle,Skilled,8,4,5,8,7,73.7,1
21,Female,6,6,1,70.0,1.5,0,1.0,Low,Skilled,8,7,8,7,7,80.5,1
21,Female,3,6,1,,1.5,0,2.0,Middle,Skilled,7,7,8,7,6,78.6,1
25,Female,9,9,1,71.0,1.75,0,1.5,Low,Skilled,9,6,10,9,9,70.8,1
24,Female,4,7,0,,2.0,0,2.0,High,Skilled,9,9,7,6,9,73.6,1
24,Male,7,8,1,74.0,1.25,0,2.0,Middle,Skilled,8,3,5,10,5,73.7,1
23,Female,11,7,1,77.0,1.5,0,1.75,Low,Skilled,6,4,7,7,7,78.1,1
21,Female,6,8,1,,2.25,1,1.0,Low,Unemployed,9,4,5,8,2,75.5,1
22,Female,5,8,1,,1.5,0,2.25,Middle,Skilled,8,1,6,10,4,78.7,1
21,Female,4,9,1,83.0,1.75,1,2.25,Low,Unemployed,8,10,5,8,8,75.8,1
24,Male,8,7,1,87.0,1.25,1,1.0,Low,Skilled,5,5,7,7,6,77.2,1
21,Female,3,8,1,78.0,1.75,0,1.0,Middle,Skilled,6,2,4,5,6,75.8,1
22,Female,7,7,1,68.0,2.25,0,1.75,Low,Skilled,8,5,7,6,10,78.2,1
21,Female,7,9,1,70.0,2.25,1,1.25,Low,Skilled,9,5,7,10,4,75.7,1
21,Female,5,5,1,,1.25,1,1.75,Low,Unemployed,5,8,7,6,7,80.9,1
23,Male,9,7,1,,1.75,1,2.25,Low,Professional,9,6,6,9,6,79.4,1
23,Male,2,5,1,,1.5,0,2.0,Low,Skilled,6,8,6,6,4,81.6,1
22,Female,5,6,1,,1.5,0,2.0,High,Skilled,5,2,6,5,7,76.1,1
24,Female,5,10,1,,1.75,1,1.5,Low,Skilled,10,6,6,10,9,74.7,1
22,Female,7,5,1,,1.75,1,1.0,Low,Professional,10,1,4,10,10,78.3,1
23,Male,6,6,1,76.0,1.75,0,1.5,Low,Unemployed,6,8,7,8,7,76.5,1
24,Female,4,6,1,62.0,1.75,1,1.0,Low,Unemployed,4,7,7,9,8,74.6,1
22,Female,1,7,1,74.0,1.75,0,2.0,Low,Unemployed,9,5,4,7,5,74.1,1
22,Female,7,7,1,,2.0,1,1.25,Low,Skilled,9,6,5,7,7,78.7,1
22,Female,9,5,1,,1.75,0,1.75,Low,Skilled,5,8,7,8,7,81.8,1
22,Female,4,8,1,73.0,1.25,1,1.0,Low,Skilled,8,4,9,5,10,80.1,1
23,Female,3,8,0,,1.5,1,1.0,Low,Skilled,6,8,8,6,9,70.7,1
23,Female,7,9,1,69.0,1.25,0,1.0,Low,Unemployed,5,6,4,9,8,76.8,1
22,Female,5,7,1,,1.5,1,1.75,Middle,Skilled,7,10,6,9,6,77.9,1
23,Male,7,8,1,75.0,1.5,0,2.25,Low,Skilled,7,1,8,9,6,78.2,1
24,Male,8,9,1,72.0,1.5,0,1.0,Middle,Professional,10,7,8,9,9,78.3,1
21,Female,8,6,1,,1.75,1,2.0,Low,Skilled,7,10,9,9,10,80.9,1
24,Female,8,6,0,,1.5,0,1.0,Middle,Skilled,3,9,8,7,10,78.2,1
23,Female,7,6,1,66.0,2.5,0,1.25,High,Unemployed,5,5,6,8,8,75.7,1
22,Female,7,7,1,77.0,1.75,0,1.5,High,Skilled,9,7,5,9,7,74.9,1
23,Female,7,7,1,,1.75,1,2.0,Low,Skilled,7,5,4,6,4,73.0,1
23,Female,7,9,1,,1.5,0,1.0,Low,Skilled,9,6,6,6,5,76.6,1
24,Female,1,7,0,,2.0,1,1.0,Low,Skilled,7,8,7,9,6,75.3,1
23,Female,8,7,0,,1.75,0,1.75,Middle,Skilled,8,6,7,7,8,79.3,1
22,Female,7,5,1,,1.75,0,2.0,Low,Skilled,8,4,4,6,8,74.4,1
24,Female,6,6,0,,1.5,1,2.0,Low,Skilled,5,5,6,8,4,74.5,1
23,Female,9,8,1,76.0,1.25,0,2.25,Middle,Skilled,9,8,9,10,10,76.0,1
22,Female,5,8,1,69.0,2.0,0,1.0,Low,Skilled,4,3,5,9,8,79.7,1
22,Female,4,8,1,72.0,1.75,0,2.0,Low,Skilled,9,10,7,8,10,78.8,1
21,Male,10,5,1,75.0,1.75,1,2.0,Low,Skilled,8,7,8,7,6,78.3,1
22,Male,2,6,0,,1.5,1,2.5,Low,Skilled,8,10,6,7,9,81.2,1
23,Female,2,7,1,72.0,1.75,0,1.75,Middle,Unemployed,8,9,9,7,10,78.3,1
22,Female,7,6,1,76.0,1.5,0,2.25,Low,Skilled,10,2,9,9,7,77.1,1
22,Female,3,8,1,85.0,1.75,0,1.75,Low,Unemployed,7,5,6,7,8,71.4,1
22,Female,3,7,1,82.0,2.25,1,1.0,High,Skilled,6,8,5,5,4,75.3,1
24,Female,4,8,0,,1.25,1,2.25,Low,Unemployed,5,8,7,10,6,75.5,1
23,Female,5,7,0,,1.75,1,1.75,Low,Skilled,8,7,6,10,8,77.4,1
22,Male,7,5,0,,1.5,1,1.5,Low,Professional,5,7,10,8,6,78.7,1
22,Female,3,7,1,,2.0,1,2.25,Low,Skilled,9,9,8,8,6,79.7,1
23,Male,7,7,1,73.0,2.0,1,1.25,Low,Skilled,9,9,9,8,3,80.4,1
24,Female,2,7,0,,1.75,0,1.75,Low,Skilled,10,7,6,6,8,71.5,1
21,Female,7,6,1,74.0,1.5,0,1.75,Low,Skilled,8,2,4,7,6,74.8,1
21,Male,7,5,1,76.0,1.75,1,2.0,Low,Skilled,6,5,5,9,5,77.8,1
22,Female,7,7,1,75.0,2.25,0,1.75,High,Skilled,8,10,6,10,4,76.9,1
21,Female,6,7,1,79.0,1.75,0,1.5,Low,Unemployed,8,5,6,8,7,73.8,1
22,Female,2,10,1,72.0,1.5,0,1.0,Low,Professional,6,9,9,10,8,73.7,1
22,Male,4,5,1,73.0,1.5,0,1.0,Low,Skilled,9,10,8,7,7,76.4,1
22,Male,5,7,1,83.0,1.5,0,2.25,Low,Skilled,5,10,8,10,9,76.1,1
22,Female,4,7,1,78.0,1.5,0,1.75,Low,Skilled,6,8,7,6,7,73.6,1
22,Female,4,6,0,,1.75,0,1.75,Low,Skilled,6,6,5,6,7,76.7,1
23,Male,4,6,0,,1.75,0,1.5,High,Unemployed,8,4,5,6,8,76.8,1
22,Female,4,6,1,80.0,1.5,0,2.0,Low,Skilled,9,10,7,8,7,75.9,1
21,Female,4,7,1,75.0,2.0,0,1.25,Low,Skilled,8,6,6,6,6,79.0,1
22,Male,2,7,1,77.0,1.5,0,1.0,Middle,Unemployed,5,7,5,7,6,74.5,1
22,Female,3,8,1,,1.75,0,1.0,Low,Skilled,3,2,6,9,8,78.0,1
22,Male,5,7,1,67.0,1.5,0,1.0,Low,Unemployed,9,8,5,7,7,77.0,1
22,Female,7,5,0,,2.0,0,1.75,Middle,Skilled,7,4,7,9,8,76.6,1
22,Male,9,7,1,84.0,1.25,0,1.0,Middle,Skilled,10,9,6,7,5,80.1,1
22,Female,7,5,1,,1.5,0,1.75,Low,Skilled,9,6,7,7,8,76.7,1
21,Female,11,6,1,68.0,2.0,1,1.5,Low,Skilled,5,5,6,6,9,77.5,1
22,Male,8,6,0,,1.25,1,1.75,Low,Professional,6,7,8,9,7,76.9,1
23,Male,4,7,0,,1.75,0,1.75,Middle,Skilled,6,10,7,9,9,75.0,1
22,Female,9,8,1,65.0,1.5,1,2.0,Low,Skilled,8,7,5,10,10,78.5,1
23,Male,4,8,1,,2.25,0,1.75,Low,Skilled,9,3,8,10,2,77.2,1
23,Male,5,7,1,68.0,2.0,0,1.5,High,Skilled,4,7,8,9,9,73.4,1
23,Female,3,8,0,,1.5,1,1.75,Low,Skilled,7,7,7,7,10,76.0,1
22,Female,8,8,1,78.0,2.0,1,2.25,Low,Skilled,10,8,10,10,9,81.8,1
22,Female,8,5,0,,1.25,0,2.0,High,Skilled,6,3,7,4,8,75.6,1
22,Female,5,7,1,77.0,1.75,0,2.25,Low,Skilled,7,7,10,9,7,77.2,1
21,Female,6,5,1,,1.75,0,1.75,Low,Skilled,5,7,7,5,8,77.1,1
23,Female,3,7,1,,1.75,0,1.25,Low,Skilled,4,4,4,7,6,76.6,1
23,Female,1,9,1,82.0,1.5,0,2.5,Low,Unemployed,5,5,5,7,9,69.4,0
25,Male,6,7,0,,1.75,0,1.0,Low,Skilled,6,3,7,9,8,76.6,1
22,Male,6,6,1,68.0,1.75,0,1.0,Low,Unemployed,9,7,9,10,3,80.7,1
24,Male,5,9,1,81.0,1.5,0,1.5,High,Skilled,7,4,4,8,6,73.9,1
22,Female,6,5,1,,1.25,0,1.25,Low,Professional,5,7,7,6,8,81.8,1
22,Female,2,6,0,,1.25,0,2.0,Low,Skilled,4,8,8,6,10,80.5,1
23,Female,7,9,1,86.0,1.25,0,1.0,Middle,Unemployed,6,10,8,8,9,76.4,1
23,Female,5,9,1,60.0,2.0,1,2.25,Low,Unemployed,8,8,8,10,8,76.0,1
23,Female,4,9,1,75.0,1.75,0,1.5,High,Skilled,6,5,8,7,8,76.7,1
23,Female,4,6,0,,1.25,1,1.0,Low,Skilled,6,5,7,8,6,74.8,1
21,Female,6,7,1,76.0,1.75,0,1.75,Low,Skilled,9,10,7,7,7,80.2,1
23,Female,5,8,1,66.0,2.25,0,1.5,Low,Skilled,8,7,7,6,9,75.4,1
24,Female,4,8,0,,1.5,0,1.5,Low,Skilled,9,9,6,9,9,75.7,1
22,Female,5,8,1,,1.75,0,1.0,Low,Skilled,8,4,7,10,8,76.9,1
23,Female,6,6,0,,1.5,0,1.5,Low,Skilled,9,6,6,6,5,75.0,1
25,Female,1,6,0,,1.25,1,1.75,Low,Skilled,6,10,6,6,7,79.3,1
23,Female,8,10,1,81.0,1.25,0,1.0,Low,Professional,7,7,8,8,9,81.8,1
24,Female,8,9,1,75.0,1.75,0,1.5,Middle,Professional,8,10,8,6,10,70.8,1
22,Female,10,7,1,,1.5,1,2.0,Low,Skilled,8,7,6,9,6,75.1,1
23,Female,9,6,0,,1.75,0,2.0,Low,Skilled,9,5,8,10,6,74.4,1
22,Female,5,6,1,,2.0,1,1.5,Low,Skilled,9,5,4,8,7,73.0,1
21,Female,10,10,1,79.0,1.25,1,2.0,Low,Professional,6,1,5,6,10,78.8,1
24,Female,6,7,1,,2.0,0,1.25,Middle,Skilled,4,4,7,7,10,74.4,1
23,Male,9,6,1,79.0,1.25,0,1.0,Low,Skilled,8,7,7,8,6,78.5,1
22,Male,5,5,1,,1.5,1,2.25,Low,Unemployed,5,6,10,7,3,76.9,1
25,Female,3,7,1,72.0,1.5,0,1.75,Low,Skilled,6,4,9,5,10,75.9,1
22,Female,3,8,0,,2.0,1,1.0,Low,Unemployed,8,8,5,10,9,74.9,1
23,Female,3,6,1,,1.5,1,1.25,Low,Unemployed,6,10,6,4,10,75.0,1
22,Male,7,9,1,76.0,2.25,0,1.25,Middle,Skilled,8,9,8,7,6,79.5,1
23,Female,5,8,0,,1.5,0,2.25,Low,Skilled,10,5,6,10,6,74.4,1
22,Female,5,8,1,74.0,1.75,1,1.5,Middle,Skilled,8,7,7,9,7,72.6,1
23,Female,9,4,1,75.0,1.5,1,2.0,Low,Skilled,6,2,6,4,8,81.8,1
22,Female,7,7,1,80.0,1.75,1,1.75,High,Skilled,7,1,4,7,6,75.3,1
22,Female,6,6,0,,1.5,0,1.0,Low,Skilled,9,8,5,7,5,81.1,1
23,Male,2,8,0,,1.5,0,2.5,Low,Professional,7,10,5,7,5,77.9,1
24,Female,8,8,1,,1.5,1,1.25,Low,Professional,5,8,8,6,8,75.2,1
22,Female,1,8,1,,1.75,0,1.0,Middle,Skilled,7,5,7,7,10,74.4,1
23,Female,7,6,1,75.0,1.25,0,1.0,Low,Skilled,6,8,6,9,7,75.8,1
23,Female,6,7,1,73.0,1.25,1,2.25,Low,Skilled,7,7,8,9,8,79.5,1
22,Female,6,5,1,77.0,1.5,0,1.75,Low,Skilled,7,8,7,7,7,75.6,1
23,Female,4,8,0,,1.25,1,1.0,Low,Skilled,8,6,7,9,7,78.5,1
22,Female,5,6,1,,1.25,0,2.25,Low,Skilled,6,6,6,8,8,75.1,1
23,Female,6,6,1,70.0,1.75,0,1.5,Middle,Skilled,5,3,7,10,8,75.1,1
22,Male,8,4,0,,2.0,1,2.0,Middle,Skilled,7,5,7,9,6,80.5,1
